,sport_name,event_code,event_name,event_category,continued
1247,cycling_track,220,"Tandem Sprint, 2,000 metres",Men,no
1248,cycling_track,222,"Individual Pursuit, 4,000 metres",Men,no
1249,cycling_track,249,"Team Pursuit, 1,980 yards",Men,no
1250,cycling_track,224,Points Race,Men,no
1251,cycling_track,226,Madison,Men,no
1252,cycling_track,227,¼ mile,Men,no
1253,cycling_track,228,⅓ mile,Men,no
1254,cycling_track,229,½ mile,Men,no
1255,cycling_track,230,1 mile,Men,no
1256,cycling_track,2398,"1 mile, Motorcycle",Men,no
1257,cycling_track,231,2 miles,Men,no
1258,cycling_track,232,"5,000 metres",Men,no
1259,cycling_track,233,5 miles,Men,no
1260,cycling_track,234,"10,000 metres",Men,no
1261,cycling_track,235,20 kilometres,Men,no
1262,cycling_track,236,25 kilometres,Men,no
1263,cycling_track,237,25 miles,Men,no
1264,cycling_track,238,50 kilometres,Men,no
1265,cycling_track,239,100 kilometres,Men,no
1266,cycling_track,240,12-Hours Race,Men,no
1267,cycling_track,2388,"1 mile, Novice",Men,no
1268,cycling_track,2386,"½ mile, Handicap",Men,no
1269,cycling_track,2387,"1 mile, Handicap",Men,no
1270,cycling_track,2389,"5 miles, Handicap",Men,no
1271,cycling_track,917,"Sprint, Professionals",Men,no
1272,cycling_track,918,"Tandem Sprint, Professionals",Men,no
1273,cycling_track,919,"Team Sprint, Professionals",Men,no
1274,cycling_track,920,"Points Race, Professionals",Men,no
1275,cycling_track,2390,"⅓ mile, Professionals",Men,no
1276,cycling_track,2391,"½ mile, Professionals",Men,no
1277,cycling_track,2392,"⅔ mile, Professionals",Men,no
1278,cycling_track,2393,"1 mile, Professionals",Men,no
1279,cycling_track,921,"50 kilometres, Professionals",Men,no
1280,cycling_track,922,"100 kilometres, Professionals",Men,no
1281,cycling_track,923,"100 miles, Professionals",Men,no
1282,cycling_track,924,"24-Hours Race, Professionals",Men,no
1283,cycling_track,925,"3,000 metres, Handicap, Professionals",Men,no
1284,cycling_track,926,"25 kilometres Motor-paced, Professionals",Men,no
1285,cycling_track,927,"National Team Sprint, Professionals",Men,no
1286,cycling_track,2397,"Australian Team Pursuit, Professionals",Men,no
1287,cycling_track,2394,"½ mile, Handicap, Professionals",Men,no
1288,cycling_track,2395,"1 mile, Handicap, Professionals",Men,no
1289,cycling_track,2396,"2 miles, Handicap, Professionals",Men,no
1290,cycling_track,245,500 metres Time Trial,Women,no
1291,cycling_track,246,Individual Pursuit,Women,no
1292,cycling_track,247,Points Race,Women,no
1293,beach_volleyball,157,Beach Volleyball,Men,yes
1294,beach_volleyball,158,Beach Volleyball,Women,yes
1295,beach_volleyball,2291,Beach Volleyball,Boys,yes
1296,beach_volleyball,2292,Beach Volleyball,Girls,yes
1297,cycling_bmx_racing,701,BMX,Men,yes
1298,cycling_bmx_racing,702,BMX,Women,yes
1299,cycling_bmx_racing,2449,Team,Mixed Youth,yes
1300,waterskiing_and_wakeboarding,813,Slalom,Men,no
1301,waterskiing_and_wakeboarding,814,Tricks,Men,no
1302,waterskiing_and_wakeboarding,815,Jumping,Men,no
1303,waterskiing_and_wakeboarding,816,Slalom,Women,no
1304,waterskiing_and_wakeboarding,817,Tricks,Women,no
1305,waterskiing_and_wakeboarding,818,Jumping,Women,no
1306,roller_hockey,803,Roller Hockey,Men,no
1307,cycling_bmx_freestyle,2545,Park,Men,yes
1308,cycling_bmx_freestyle,2546,Park,Women,yes
1309,cycling_bmx_freestyle,2450,Team,Mixed Youth,yes
1310,rhythmic_gymnastics,375,Individual,Women,yes
1311,rhythmic_gymnastics,376,Group,Women,yes
1312,rhythmic_gymnastics,2183,Individual,Girls,yes
1313,rhythmic_gymnastics,2184,Group,Girls,yes
1314,dance,2455,Individual,Boys,yes
1315,dance,2456,Individual,Girls,yes
1316,dance,2457,Team,Mixed Youth,yes
1317,basque_pelota,371,Two-Man Teams With Cesta,Men,no
1318,basque_pelota,791,"Mano, Triples",Men,no
1319,basque_pelota,792,"Mano, Doubles",Men,no
1320,basque_pelota,793,"Mano, Singles",Men,no
1321,basque_pelota,794,"Pala Corta, Doubles",Men,no
1322,basque_pelota,795,"Paleta Cuero, Doubles",Men,no
1323,basque_pelota,796,"Paleta Goma, Doubles",Men,no
1324,basque_pelota,797,"Frontenis, Doubles",Men,no
1325,basque_pelota,800,"Cesta Punta, Doubles",Men,no
1326,basque_pelota,801,"Blé, Triples",Men,no
1327,basque_pelota,1023,"Pala, Doubles",Men,no
1328,basque_pelota,799,"Cesta Punta, Triples",Men,no
1329,basque_pelota,798,"Frontenis, Doubles",Women,no
1330,modern_pentathlon,361,Individual,Men,yes
1331,modern_pentathlon,363,Individual,Women,yes
1332,modern_pentathlon,2264,Individual,Boys,yes
1333,modern_pentathlon,2265,Individual,Girls,yes
1334,modern_pentathlon,2266,Relay,Mixed Youth,yes
1335,modern_pentathlon,362,Team,Men,no
1336,military_ski_patrol,364,Military Ski Patrol,Men,no
1337,air_sports,783,Gliding,Open,no
1338,roque,377,Singles,Men,no
1339,judo,342,Extra-Lightweight,Men,yes
1340,judo,343,Half-Lightweight,Men,yes
1341,judo,344,Lightweight,Men,yes
1342,judo,345,Half-Middleweight,Men,yes
1343,judo,346,Middleweight,Men,yes
1344,judo,347,Half-Heavyweight,Men,yes
1345,judo,348,Heavyweight,Men,yes
1346,judo,350,Extra-Lightweight,Women,yes
1347,judo,351,Half-Lightweight,Women,yes
1348,judo,352,Lightweight,Women,yes
1349,judo,353,Half-Middleweight,Women,yes
1350,judo,354,Middleweight,Women,yes
1351,judo,355,Half-Heavyweight,Women,yes
1352,judo,356,Heavyweight,Women,yes
1353,judo,2568,Team,Mixed,yes
1354,judo,2255,≤55 kilograms,Boys,yes
1355,judo,2256,≤66 kilograms,Boys,yes
1356,judo,2257,≤81 kilograms,Boys,yes
1357,judo,2258,≤100 kilograms,Boys,yes
1358,judo,2259,≤44 kilograms,Girls,yes
1359,judo,2260,≤52 kilograms,Girls,yes
1360,judo,2261,≤63 kilograms,Girls,yes
1361,judo,2262,≤78 kilograms,Girls,yes
1362,judo,2263,Team,Mixed Youth,yes
1363,judo,349,Open Class,Men,no
1364,taekwondo,612,Flyweight,Men,yes
1365,taekwondo,613,Featherweight,Men,yes
1366,taekwondo,614,Welterweight,Men,yes
1367,taekwondo,615,Heavyweight,Men,yes
1368,taekwondo,616,Flyweight,Women,yes
1369,taekwondo,617,Featherweight,Women,yes
1370,taekwondo,618,Welterweight,Women,yes
1371,taekwondo,619,Heavyweight,Women,yes
1372,taekwondo,2267,≤48 kilograms,Boys,yes
1373,taekwondo,2268,≤55 kilograms,Boys,yes
1374,taekwondo,2269,≤63 kilograms,Boys,yes
1375,taekwondo,2270,≤73 kilograms,Boys,yes
1376,taekwondo,2271,>73 kilograms,Boys,yes
1377,taekwondo,2272,≤44 kilograms,Girls,yes
1378,taekwondo,2273,≤49 kilograms,Girls,yes
1379,taekwondo,2274,≤55 kilograms,Girls,yes
1380,taekwondo,2275,≤63 kilograms,Girls,yes
1381,taekwondo,2276,>63 kilograms,Girls,yes
1382,taekwondo,805,Finweight,Men,no
1383,taekwondo,806,Bantamweight,Men,no
1384,taekwondo,807,Lightweight,Men,no
1385,taekwondo,808,Middleweight,Men,no
1386,taekwondo,809,Finweight,Women,no
1387,taekwondo,810,Bantamweight,Women,no
1388,taekwondo,811,Lightweight,Women,no
1389,taekwondo,812,Middleweight,Women,no
1390,equestrian_vaulting,266,Individual,Men,no
1391,equestrian_vaulting,267,Team,Men,no
1392,gaelic_sports,2402,Hurling,Men,no
1393,motorcycle_sports,844,"Paris-Toulouse-Paris, Motorcycles",Men,no
1394,motorcycle_sports,842,"Reliability Contest, Motorcycles",Men,no
1395,basketball,121,Basketball,Men,yes
1396,basketball,122,Basketball,Women,yes
1397,basketball,2385,Basketball,Boys,no
1398,boules,914,"Jeu lyonnais, Quartets",Men,no
1399,boules,915,"Jeu de berges, Quartets",Men,no
1400,ski_mountaineering,2322,Sprint,Boys,yes
1401,ski_mountaineering,2323,Individual,Boys,yes
1402,ski_mountaineering,2324,Sprint,Girls,yes
1403,ski_mountaineering,2325,Individual,Girls,yes
1404,ski_mountaineering,2326,Relay,Mixed Youth,yes
1405,dogsled_racing,744,Dog Sled Racing,Open,no
1406,australian_rules_football,767,Australian Rules Football,Men,no
1407,skeleton,516,Skeleton,Men,yes
1408,skeleton,517,Skeleton,Women,yes
1409,skeleton,2042,Skeleton,Boys,yes
1410,skeleton,2041,Skeleton,Girls,yes
1411,automobile_racing,2491,"Karting, Team",Mixed Youth,yes
1412,automobile_racing,843,"Paris-Toulouse-Paris, Cars",Men,no
1413,automobile_racing,845,"Paris-Toulouse-Paris, Voiturettes",Men,no
1414,automobile_racing,851,"Reliability Contest, Touring Cars, Two-seater",Men,no
1415,automobile_racing,840,"Reliability Contest, Touring Cars, Four-seater",Men,no
1416,automobile_racing,846,"Reliability Contest, Touring Cars, Six-seater",Men,no
1417,automobile_racing,849,"Reliability Contest, Touring Cars, Seven or more seats",Men,no
1418,automobile_racing,835,"Reliability Contest, Voiturettes, Two-seater (<250 kg)",Men,no
1419,automobile_racing,836,"Reliability Contest, Voiturettes, Two-seater (<400 kg)",Men,no
1420,automobile_racing,838,"Reliability Contest, Hackney Carriages, Gasoline Engine",Men,no
1421,automobile_racing,837,"Reliability Contest, Hackney Carriages, Electrical Engine",Men,no
1422,automobile_racing,848,"Reliability Contest, Delivery Cars, Gasoline Engine",Men,no
1423,automobile_racing,847,"Reliability Contest, Delivery Cars, Electrical Engine",Men,no
1424,automobile_racing,841,"Reliability Contest, Light Trucks",Men,no
1425,automobile_racing,850,"Reliability Contest, Heavy Trucks",Men,no
1426,ice_hockey,339,Ice Hockey,Men,yes
1427,ice_hockey,340,Ice Hockey,Women,yes
1428,ice_hockey,2033,Ice Hockey,Boys,yes
1429,ice_hockey,2035,Skills Challenge,Boys,yes
1430,ice_hockey,2032,Ice Hockey,Girls,yes
1431,ice_hockey,2034,Skills Challenge,Girls,yes
1432,ice_hockey,765,Ice Hockey Exhibition,Men,no
1433,marathon_swimming,703,10 kilometres Open Water,Men,yes
1434,marathon_swimming,704,10 kilometres Open Water,Women,yes
1435,sumo,772,Unknown Event,Men,no
1436,breaking,2455,Individual,Boys,yes
1437,breaking,2456,Individual,Girls,yes
1438,breaking,2457,Team,Mixed Youth,yes
1439,cycling_road,211,"Road Race, Individual",Men,yes
1440,cycling_road,213,Individual Time Trial,Men,yes
1441,cycling_road,242,"Road Race, Individual",Women,yes
1442,cycling_road,243,Individual Time Trial,Women,yes
1443,cycling_road,2295,Combined Team,Boys,yes
1444,cycling_road,2296,Combined Team,Girls,yes
1445,cycling_road,2201,Combined Team,Mixed Youth,yes
1446,cycling_road,2297,Relay,Mixed Youth,yes
1447,cycling_road,212,"Road Race, Team",Men,no
1448,cycling_road,214,100 kilometres Team Time Trial,Men,no
1449,equestrian_dressage,268,Individual,Open,yes
1450,equestrian_dressage,269,Team,Open,yes
1451,equestrian_dressage,260,Individual,Men,no
1452,equestrian_dressage,261,Team,Men,no
1453,glíma,784,Glíma,Men,no
1454,triathlon,623,Olympic Distance,Men,yes
1455,triathlon,624,Olympic Distance,Women,yes
1456,triathlon,2564,Relay,Mixed,yes
1457,triathlon,2172,Sprint,Boys,yes
1458,triathlon,2173,Sprint,Girls,yes
1459,triathlon,2174,Relay,Mixed Youth,yes
1460,unknown_sport,2537,Unknown Event,Men,no
1461,jeu_de_paume,341,Singles,Men,no
1462,speed_skiing,761,Individual,Men,no
1463,speed_skiing,762,Individual,Women,no
1464,shooting,439,"Air Pistol, 10 metres",Men,yes
1465,shooting,440,"Rapid-Fire Pistol, 25 metres",Men,yes
1466,shooting,454,"Air Rifle, 10 metres",Men,yes
1467,shooting,478,"Small-Bore Rifle, Three Positions, 50 metres",Men,yes
1468,shooting,494,Trap,Men,yes
1469,shooting,499,Skeet,Men,yes
1470,shooting,501,"Air Pistol, 10 metres",Women,yes
1471,shooting,502,"Sporting Pistol, 25 metres",Women,yes
1472,shooting,503,"Air Rifle, 10 metres",Women,yes
1473,shooting,504,"Small-Bore Rifle, Three Positions, 50 metres",Women,yes
1474,shooting,505,Trap,Women,yes
1475,shooting,507,Skeet,Women,yes
1476,shooting,2565,"Air Pistol, 10 metres, Team",Mixed,yes
1477,shooting,2566,"Air Rifle, 10 metres, Team",Mixed,yes
1478,shooting,2567,"Trap, Team",Mixed,yes
1479,shooting,2176,"Air Pistol, 10 metres",Boys,yes
1480,shooting,2175,"Air Rifle, 10 metres",Boys,yes
1481,shooting,2178,"Air Pistol, 10 metres",Girls,yes
1482,shooting,2177,"Air Rifle, 10 metres",Girls,yes
1483,shooting,2307,"Air Pistol, 10 metres, Team",Mixed Youth,yes
1484,shooting,2306,"Air Rifle, 10 metres, Team",Mixed Youth,yes
1485,shooting,441,"Military Pistol, Team",Men,no
1486,shooting,442,"Free Pistol, 25 metres",Men,no
1487,shooting,443,"Free Pistol, 30 metres",Men,no
1488,shooting,444,"Free Pistol, 50 yards",Men,no
1489,shooting,445,"Free Pistol, 50 yards, Team",Men,no
1490,shooting,446,"Free Pistol, 50 metres",Men,no
1491,shooting,447,"Free Pistol, 50 metres, Team",Men,no
1492,shooting,448,"Military Pistol, 25 metres",Men,no
1493,shooting,689,"Military Pistol, 30 metres",Men,no
1494,shooting,449,"Military Revolver, 1873-1874 Gras Model, 20 metres",Men,no
1495,shooting,450,"Military Revolver, 20 metres",Men,no
1496,shooting,451,Dueling Pistol Au Visé 20 metres,Men,no
1497,shooting,452,"Dueling Pistol Au Commandement, 25 metres",Men,no
1498,shooting,687,"Dueling Pistol, 30 metres",Men,no
1499,shooting,453,"Dueling Pistol, 30 metres, Team",Men,no
1500,shooting,686,"Muzzle-Loading Pistol, 25 metres",Men,no
1501,shooting,455,"Free Rifle, Three Positions, 300 metres",Men,no
1502,shooting,456,"Free Rifle, Three Positions, 300 metres, Team",Men,no
1503,shooting,457,"Free Rifle, Any Position, 300 metres",Men,no
1504,shooting,458,"Free Rifle, Kneeling, 300 metres",Men,no
1505,shooting,459,"Free Rifle, Prone, 300 metres",Men,no
1506,shooting,738,"Free Rifle, Prone, 600 metres",Men,no
1507,shooting,460,"Free Rifle, Standing, 300 metres",Men,no
1508,shooting,2438,"Free Weapon, 200 Metres, Open",Men,no
1509,shooting,462,"Free Rifle, 400, 600 and 800 metres, Team",Men,no
1510,shooting,2439,"Shooting, Unknown Event",Men,no
1511,shooting,463,"Free Rifle, 1,000 yards",Men,no
1512,shooting,464,"Military Rifle, Three Positions, 300 metres",Men,no
1513,shooting,2440,"Krag Gun, 200 metres, Civilians",Men,no
1514,shooting,2441,"Krag Gun, 200 metres, Military",Men,no
1515,shooting,465,"Military Rifle, Any Position, 600 metres",Men,no
1516,shooting,2442,"Krag Gun, 200 metres, Open",Men,no
1517,shooting,466,"Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Men,no
1518,shooting,2443,"Krag Gun, 400 metres, Civilians",Men,no
1519,shooting,467,"Military Rifle, Kneeling Or Standing, 300 metres",Men,no
1520,shooting,468,"Military Rifle, Prone, 300 metres",Men,no
1521,shooting,2444,"Krag Gun, 400 metres, Military",Men,no
1522,shooting,469,"Military Rifle, Prone, 300 metres, Team",Men,no
1523,shooting,2445,"Krag Gun, 400 metres, Open",Men,no
1524,shooting,470,"Military Rifle, Prone, 600 metres",Men,no
1525,shooting,471,"Military Rifle, Prone, 600 metres, Team",Men,no
1526,shooting,472,"Military Rifle, Standing, 300 metres",Men,no
1527,shooting,473,"Military Rifle, Standing, 300 metres, Team",Men,no
1528,shooting,474,"Military Rifle, 200 metres",Men,no
1529,shooting,475,"Military Rifle, 200, 400, 500 and 600 metres, Team",Men,no
1530,shooting,476,"Military Rifle, 200/500/600/800/900/1,000 yards, Team",Men,no
1531,shooting,477,"Military Rifle, Prone, 300 and 600 metres, Team",Men,no
1532,shooting,688,"Small-Bore Rifle, Any Position, 50 metres",Men,no
1533,shooting,479,"Small-Bore Rifle, Prone, 50 metres",Men,no
1534,shooting,480,"Small-Bore Rifle, Prone, 50 metres, Team",Men,no
1535,shooting,481,"Small-Bore Rifle, Standing, 50 metres",Men,no
1536,shooting,482,"Small Bore-Rifle, Standing, 50 metres, Team",Men,no
1537,shooting,683,"Small-Bore Rifle, Prone, 50 and 100 yards",Men,no
1538,shooting,483,"Small-Bore Rifle, 50 and 100 yards, Team",Men,no
1539,shooting,484,"Small-Bore Rifle, Disappearing Target, 25 metres",Men,no
1540,shooting,485,"Small-Bore Rifle, Disappearing Target, 25 metres, Team",Men,no
1541,shooting,486,"Small-Bore Rifle, Disappearing Target, 25 yards",Men,no
1542,shooting,487,"Small-Bore Rifle, Moving Target, 25 yards",Men,no
1543,shooting,488,"Running Target, 10 metres",Men,no
1544,shooting,684,"Running Target, 50 metres",Men,no
1545,shooting,489,"Running Target, Single Shot",Men,no
1546,shooting,490,"Running Target, Single Shot, Team",Men,no
1547,shooting,491,"Running Target, Double Shot",Men,no
1548,shooting,492,"Running Target, Double Shot, Team",Men,no
1549,shooting,493,"Running Target, Single and Double Shot",Men,no
1550,shooting,495,"Trap, Single Shot, 16 metres",Men,no
1551,shooting,496,"Trap, Double Shot, 14 metres",Men,no
1552,shooting,497,"Trap, Team",Men,no
1553,shooting,498,Double Trap,Men,no
1554,shooting,500,Unknown Event,Men,no
1555,shooting,506,Double Trap,Women,no
1556,shooting,508,"Rapid-Fire Pistol, 25 metres",Open,no
1557,shooting,509,"Free Pistol, 50 metres",Open,no
1558,shooting,510,"Free Rifle, Three Positions, 300 metres",Open,no
1559,shooting,511,"Small-Bore Rifle, Three Positions, 50 metres",Open,no
1560,shooting,512,"Small-Bore Rifle, Prone, 50 metres",Open,no
1561,shooting,513,"Running Target, 50 metres",Open,no
1562,shooting,514,Trap,Open,no
1563,shooting,515,Skeet,Open,no
1564,mixed_sports,2463,"Multidiscipline Gymnastics, Team",Mixed Youth,yes
1565,mixed_sports,2013,Cross-Country / Biathlon Relay,Mixed Youth,yes
1566,mixed_sports,2069,Cross-Country Skiing / Ski Jumping / Nordic Combined Team,Mixed Youth,yes
1567,mixed_sports,2071,Freestyle/Snowboard Relay,Mixed Youth,yes
1568,cross_country_skiing,182,Sprint,Men,yes
1569,cross_country_skiing,184,15 kilometres,Men,yes
1570,cross_country_skiing,187,50 kilometres,Men,yes
1571,cross_country_skiing,190,30 kilometres Skiathlon,Men,yes
1572,cross_country_skiing,191,4 × 10 kilometres Relay,Men,yes
1573,cross_country_skiing,192,Team Sprint,Men,yes
1574,cross_country_skiing,193,Sprint,Women,yes
1575,cross_country_skiing,195,10 kilometres,Women,yes
1576,cross_country_skiing,198,30 kilometres,Women,yes
1577,cross_country_skiing,200,15 kilometres Skiathlon,Women,yes
1578,cross_country_skiing,203,4 × 5 kilometres Relay,Women,yes
1579,cross_country_skiing,204,Team Sprint,Women,yes
1580,cross_country_skiing,2020,Sprint,Boys,yes
1581,cross_country_skiing,2019,10 kilometres,Boys,yes
1582,cross_country_skiing,2067,Cross,Boys,yes
1583,cross_country_skiing,2018,Sprint,Girls,yes
1584,cross_country_skiing,2017,5 kilometres,Girls,yes
1585,cross_country_skiing,2068,Cross,Girls,yes
1586,cross_country_skiing,183,10 kilometres,Men,no
1587,cross_country_skiing,185,18 kilometres,Men,no
1588,cross_country_skiing,186,30 kilometres,Men,no
1589,cross_country_skiing,188,10/10 kilometres Pursuit,Men,no
1590,cross_country_skiing,189,10/15 kilometres Pursuit,Men,no
1591,cross_country_skiing,757,"5 kilometres, B1",Men,no
1592,cross_country_skiing,194,5 kilometres,Women,no
1593,cross_country_skiing,196,15 kilometres,Women,no
1594,cross_country_skiing,197,20 kilometres,Women,no
1595,cross_country_skiing,199,5/5 kilometres Pursuit,Women,no
1596,cross_country_skiing,201,5/10 kilometres Pursuit,Women,no
1597,cross_country_skiing,202,3 × 5 kilometres Relay,Women,no
1598,cross_country_skiing,758,"5 kilometres, B1",Women,no
1599,skiing,761,Individual,Men,no
1600,skiing,762,Individual,Women,no
1601,motorboating,365,A-Class (Open),Open,no
1602,motorboating,366,B-Class (Under 60 feet),Open,no
1603,motorboating,367,C-Class,Open,no
1604,sport_climbing,2555,Combined,Men,yes
1605,sport_climbing,2556,Combined,Women,yes
1606,sport_climbing,2458,Combined,Boys,yes
1607,sport_climbing,2459,Combined,Girls,yes
1608,skateboarding,2557,Street,Men,yes
1609,skateboarding,2559,Park,Men,yes
1610,skateboarding,2558,Street,Women,yes
1611,skateboarding,2560,Park,Women,yes
1612,firefighting,928,"Maneuvering, National",Men,no
1613,firefighting,929,"Maneuvering, International, Volunteer Firefighters",Men,no
1614,firefighting,930,"Maneuvering, International, Professional Firefighters",Men,no
1615,firefighting,931,"Maneuvering, International, British Firefighters",Men,no
1616,automobile_sports,2491,"Karting, Team",Mixed Youth,yes
1617,automobile_sports,843,"Paris-Toulouse-Paris, Cars",Men,no
1618,automobile_sports,845,"Paris-Toulouse-Paris, Voiturettes",Men,no
1619,automobile_sports,851,"Reliability Contest, Touring Cars, Two-seater",Men,no
1620,automobile_sports,840,"Reliability Contest, Touring Cars, Four-seater",Men,no
1621,automobile_sports,846,"Reliability Contest, Touring Cars, Six-seater",Men,no
1622,automobile_sports,849,"Reliability Contest, Touring Cars, Seven or more seats",Men,no
1623,automobile_sports,835,"Reliability Contest, Voiturettes, Two-seater (<250 kg)",Men,no
1624,automobile_sports,836,"Reliability Contest, Voiturettes, Two-seater (<400 kg)",Men,no
1625,automobile_sports,838,"Reliability Contest, Hackney Carriages, Gasoline Engine",Men,no
1626,automobile_sports,837,"Reliability Contest, Hackney Carriages, Electrical Engine",Men,no
1627,automobile_sports,848,"Reliability Contest, Delivery Cars, Gasoline Engine",Men,no
1628,automobile_sports,847,"Reliability Contest, Delivery Cars, Electrical Engine",Men,no
1629,automobile_sports,841,"Reliability Contest, Light Trucks",Men,no
1630,automobile_sports,850,"Reliability Contest, Heavy Trucks",Men,no
1631,trampolining,620,Individual,Men,yes
1632,trampolining,621,Individual,Women,yes
1633,trampolining,2185,Individual,Boys,yes
1634,trampolining,2186,Individual,Girls,yes
1635,savate,804,Savate,Men,no
1636,gliding,783,Gliding,Open,no
1637,cycling,215,Sprint,Men,yes
1638,cycling,219,Keirin,Men,yes
1639,cycling,221,Team Sprint,Men,yes
1640,cycling,223,"Team Pursuit, 4,000 metres",Men,yes
1641,cycling,993,Omnium,Men,yes
1642,cycling,244,Sprint,Women,yes
1643,cycling,994,Keirin,Women,yes
1644,cycling,995,Team Sprint,Women,yes
1645,cycling,996,Team Pursuit,Women,yes
1646,cycling,997,Omnium,Women,yes
1647,cycling,2574,Madison,Women,yes
1648,cycling,217,333⅓ metres Time Trial,Men,no
1649,cycling,218,"1,000 metres Time Trial",Men,no
1650,cycling,220,"Tandem Sprint, 2,000 metres",Men,no
1651,cycling,222,"Individual Pursuit, 4,000 metres",Men,no
1652,cycling,249,"Team Pursuit, 1,980 yards",Men,no
1653,cycling,224,Points Race,Men,no
1654,cycling,226,Madison,Men,no
1655,cycling,227,¼ mile,Men,no
1656,cycling,228,⅓ mile,Men,no
1657,cycling,229,½ mile,Men,no
1658,cycling,230,1 mile,Men,no
1659,cycling,2398,"1 mile, Motorcycle",Men,no
1660,cycling,231,2 miles,Men,no
1661,cycling,232,"5,000 metres",Men,no
1662,cycling,233,5 miles,Men,no
1663,cycling,234,"10,000 metres",Men,no
1664,cycling,235,20 kilometres,Men,no
1665,cycling,236,25 kilometres,Men,no
1666,cycling,237,25 miles,Men,no
1667,cycling,238,50 kilometres,Men,no
1668,cycling,239,100 kilometres,Men,no
1669,cycling,240,12-Hours Race,Men,no
1670,cycling,2388,"1 mile, Novice",Men,no
1671,cycling,2386,"½ mile, Handicap",Men,no
1672,cycling,2387,"1 mile, Handicap",Men,no
1673,cycling,2389,"5 miles, Handicap",Men,no
1674,cycling,917,"Sprint, Professionals",Men,no
1675,cycling,918,"Tandem Sprint, Professionals",Men,no
1676,cycling,919,"Team Sprint, Professionals",Men,no
1677,cycling,920,"Points Race, Professionals",Men,no
1678,cycling,2390,"⅓ mile, Professionals",Men,no
1679,cycling,2391,"½ mile, Professionals",Men,no
1680,cycling,2392,"⅔ mile, Professionals",Men,no
1681,cycling,2393,"1 mile, Professionals",Men,no
1682,cycling,921,"50 kilometres, Professionals",Men,no
1683,cycling,922,"100 kilometres, Professionals",Men,no
1684,cycling,923,"100 miles, Professionals",Men,no
1685,cycling,924,"24-Hours Race, Professionals",Men,no
1686,cycling,925,"3,000 metres, Handicap, Professionals",Men,no
1687,cycling,926,"25 kilometres Motor-paced, Professionals",Men,no
1688,cycling,927,"National Team Sprint, Professionals",Men,no
1689,cycling,2397,"Australian Team Pursuit, Professionals",Men,no
1690,cycling,2394,"½ mile, Handicap, Professionals",Men,no
1691,cycling,2395,"1 mile, Handicap, Professionals",Men,no
1692,cycling,2396,"2 miles, Handicap, Professionals",Men,no
1693,cycling,245,500 metres Time Trial,Women,no
1694,cycling,246,Individual Pursuit,Women,no
1695,cycling,247,Points Race,Women,no
1696,canne_de_combat,782,Canne de combat,Men,no
1697,canoe_sprint,989,"Kayak Singles, 200 metres",Men,yes
1698,canoe_sprint,160,"Kayak Singles, 1,000 metres",Men,yes
1699,canoe_sprint,990,"Kayak Doubles, 200 metres",Men,yes
1700,canoe_sprint,163,"Kayak Doubles, 1,000 metres",Men,yes
1701,canoe_sprint,2575,"Kayak Fours, 500 metres",Men,yes
1702,canoe_sprint,165,"Kayak Fours, 1,000 metres",Men,yes
1703,canoe_sprint,991,"Canadian Singles, 200 metres",Men,yes
1704,canoe_sprint,169,"Canadian Singles, 1,000 metres",Men,yes
1705,canoe_sprint,172,"Canadian Doubles, 1,000 metres",Men,yes
1706,canoe_sprint,992,"Kayak Singles, 200 metres",Women,yes
1707,canoe_sprint,178,"Kayak Singles, 500 metres",Women,yes
1708,canoe_sprint,179,"Kayak Doubles, 500 metres",Women,yes
1709,canoe_sprint,180,"Kayak Fours, 500 metres",Women,yes
1710,canoe_sprint,2576,"Canadian Singles, 200 metres",Women,yes
1711,canoe_sprint,2577,"Canadian Doubles, 500 metres",Women,yes
1712,canoe_sprint,2095,"Kayak Singles, Head to Head",Boys,yes
1713,canoe_sprint,2098,"Kayak Singles, Obstacle Slalom",Boys,yes
1714,canoe_sprint,2099,"Canoe Singles, Obstacle Slalom",Boys,yes
1715,canoe_sprint,2096,"Canoe Singles, Head to Head",Boys,yes
1716,canoe_sprint,2100,"Kayak Singles, Obstacle Slalom",Girls,yes
1717,canoe_sprint,2097,"Kayak Singles, Head to Head",Girls,yes
1718,canoe_sprint,2293,"Canoe Singles, Head to Head",Girls,yes
1719,canoe_sprint,2294,"Canoe Singles, Obstacle Slalom",Girls,yes
1720,canoe_sprint,159,"Kayak Singles, 500 metres",Men,no
1721,canoe_sprint,162,"Kayak Doubles, 500 metres",Men,no
1722,canoe_sprint,166,"Kayak Relay, 4 × 500 metres",Men,no
1723,canoe_sprint,168,"Canadian Singles, 500 metres",Men,no
1724,canoe_sprint,171,"Canadian Doubles, 500 metres",Men,no
1725,canoe_sprint,776,"Kayak Singles, 800 metres",Men,no
1726,canoe_sprint,777,"Kayak Doubles, 800 metres",Men,no
1727,canoe_sprint,778,"Kayak Fours, 800 metres",Men,no
1728,canoe_sprint,779,"Canadian Singles, 800 metres",Men,no
1729,canoe_sprint,780,"Canadian Doubles, 800 metres",Men,no
1730,canoe_sprint,781,"Canadian Fours, 800 metres",Men,no
1731,equestrian_eventing,272,Individual,Open,yes
1732,equestrian_eventing,273,Team,Open,yes
1733,equestrian_eventing,264,Individual,Men,no
1734,equestrian_eventing,265,Team,Men,no
